Category, old, new, diff
Date, 20130305, 20130311, 20130311, 

# Accessions, 25820, 25839, 19, 

# Samples, 2187, 2187, 0, 

# Samples greater than 10Gb, 2152, 2153, 1, 

# Samples gt 10Gb by pop, 
ACB, 81, 81, 0, 
ASW, 61, 61, 0, 
BEB, 49, 49, 0, 
CDX, 95, 95, 0, 
CEU, 98, 99, 1, 
CHB, 97, 97, 0, 
CHS, 112, 112, 0, 
CLM, 79, 79, 0, 
ESN, 64, 64, 0, 
FIN, 97, 97, 0, 
GBR, 98, 98, 0, 
GIH, 99, 99, 0, 
GWD, 105, 105, 0, 
IBS, 97, 97, 0, 
ITU, 39, 39, 0, 
JPT, 97, 97, 0, 
KHV, 100, 100, 0, 
LWK, 104, 104, 0, 
MSL, 68, 68, 0, 
MXL, 71, 71, 0, 
PEL, 79, 79, 0, 
PJL, 37, 37, 0, 
PUR, 78, 78, 0, 
STU, 49, 49, 0, 
TSI, 100, 100, 0, 
YRI, 98, 98, 0, 
total, 2152, 2153, 1, 


Population in Gb, 
ACB, 2513.79, 2513.79, 0, 
ASW, 1727.69, 1727.69, 0, 
BEB, 968.30, 968.30, 0, 
CDX, 1757.25, 1757.25, 0, 
CEU, 2725.25, 2978.39, 253.14, 
CHB, 2316.43, 2362.57, 46.1400000000003, 
CHS, 2027.23, 2027.23, 0, 
CLM, 2297.33, 2297.33, 0, 
ESN, 1588.36, 1588.36, 0, 
FIN, 2257.17, 2257.17, 0, 
GBR, 2818.44, 2818.44, 0, 
GIH, 2637.68, 2637.68, 0, 
GWD, 3034.65, 3034.65, 0, 
IBS, 2960.27, 2960.27, 0, 
ITU, 752.05, 752.05, 0, 
JPT, 3314.20, 3359.77, 45.5700000000002, 
KHV, 3294.72, 3318.76, 24.0400000000004, 
LWK, 2882.37, 2882.37, 0, 
MSL, 1636.72, 1636.72, 0, 
MXL, 1876.21, 1876.21, 0, 
PEL, 2596.13, 2617.73, 21.5999999999999, 
PJL, 1103.10, 1103.10, 0, 
PUR, 1874.03, 1874.03, 0, 
STU, 924.82, 924.82, 0, 
TSI, 1619.48, 1619.48, 0, 
YRI, 2881.21, 2926.03, 44.8200000000002, 
total, 56384.85, 56820.17, 435.32, 


Platform in Gb, 
ABI_SOLID, 11567.78, 11567.78, 0, 
ILLUMINA, 44630.02, 45065.34, 435.32, 
LS454, 187.06, 187.06, 0, 
total, 56384.85, 56820.17, 435.32, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 10905.41, 10905.41, 0, 
BGI, 7723.97, 7723.97, 0, 
BI, 14246.38, 14246.38, 0, 
ILLUMINA, 1599.96, 1599.96, 0, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 4226.93, 4662.25, 435.32, 
SC, 13405.63, 13405.63, 0, 
WUGSC, 4180.01, 4180.01, 0, 
mpimg, 17.65, 17.65, 0, 
total, 56384.85, 56820.17, 435.32, 


