Category, old, new, diff
Date, 20130311, 20130319, 20130319, 

# Accessions, 17544, 17516, -28, 

# Samples, 1882, 1880, -2, 

# Samples greater than 10Gb, 1221, 1221, 0, 

# Samples greater than 5Gb, 1869, 1867, -2, 

# Samples gt 10Gb by pop, 
ACB, 43, 43, 0, 
ASW, 27, 27, 0, 
CDX, 83, 83, 0, 
CEU, 86, 86, 0, 
CHB, 75, 75, 0, 
CHS, 45, 45, 0, 
CLM, 43, 43, 0, 
ESN, 1, 1, 0, 
FIN, 49, 49, 0, 
GBR, 78, 78, 0, 
GIH, 46, 46, 0, 
GWD, 3, 3, 0, 
IBS, 88, 88, 0, 
JPT, 82, 82, 0, 
KHV, 73, 73, 0, 
LWK, 93, 93, 0, 
MSL, 1, 1, 0, 
MXL, 32, 32, 0, 
PEL, 53, 53, 0, 
PUR, 59, 59, 0, 
TSI, 77, 77, 0, 
YRI, 84, 84, 0, 
total, 1221, 1221, 0, 


# Samples gt 5Gb by pop, 
ACB, 79, 79, 0, 
ASW, 62, 62, 0, 
CDX, 98, 98, 0, 
CEU, 103, 102, -1, 
CHB, 100, 100, 0, 
CHS, 108, 108, 0, 
CLM, 68, 68, 0, 
ESN, 20, 20, 0, 
FIN, 93, 93, 0, 
GBR, 100, 99, -1, 
GIH, 103, 103, 0, 
GWD, 70, 70, 0, 
IBS, 100, 100, 0, 
JPT, 100, 100, 0, 
KHV, 100, 100, 0, 
LWK, 107, 107, 0, 
MSL, 14, 14, 0, 
MXL, 71, 71, 0, 
PEL, 70, 70, 0, 
PJL, 30, 30, 0, 
PUR, 70, 70, 0, 
TSI, 101, 101, 0, 
YRI, 102, 102, 0, 
total, 1869, 1867, -2, 


Population in Gb, 
ACB, 1144.65, 1157.47, 12.8199999999999, 
ASW, 788.92, 788.92, 0, 
CDX, 1350.85, 1350.85, 0, 
CEU, 1622.95, 1616.06, -6.8900000000001, 
CHB, 1449.26, 1449.26, 0, 
CHS, 1167.56, 1167.56, 0, 
CLM, 897.57, 897.57, 0, 
ESN, 166.20, 166.20, 0, 
FIN, 1155.58, 1153.74, -1.83999999999992, 
GBR, 1513.01, 1509.18, -3.82999999999993, 
GIH, 1328.74, 1348.72, 19.98, 
GWD, 631.95, 631.95, 0, 
IBS, 1945.50, 1965.29, 19.79, 
JPT, 1517.49, 1521.64, 4.15000000000009, 
KHV, 1788.84, 1797.20, 8.36000000000013, 
LWK, 1727.95, 1722.45, -5.5, 
MSL, 118.81, 118.81, 0, 
MXL, 780.12, 780.12, 0, 
PEL, 1368.00, 1368.00, 0, 
PJL, 227.87, 227.87, 0, 
PUR, 983.63, 983.63, 0, 
TSI, 1504.03, 1497.61, -6.42000000000007, 
YRI, 1446.91, 1452.05, 5.13999999999987, 
total, 26626.37, 26672.14, 45.7700000000004, 


Platform in Gb, 
ABI_SOLID, 7949.63, 7949.63, 0, 
ILLUMINA, 18676.73, 18722.51, 45.7799999999988, 
total, 26626.37, 26672.14, 45.7700000000004, 


Center in Gb, 
BCM, 10512.08, 10571.39, 59.3099999999995, 
BGI, 5529.07, 5529.07, 0, 
BI, 6927.41, 6913.88, -13.5299999999997, 
WUGSC, 3657.80, 3657.80, 0, 
total, 26626.37, 26672.14, 45.7700000000004, 


