Category, old, new, diff
Date, 20130325, 20130402, 20130402, 

# Accessions, 32024, 33263, 1239, 

# Samples, 2204, 2377, 173, 

# Samples greater than 10Gb, 2192, 2322, 130, 

# Samples gt 10Gb by pop, 
ACB, 87, 91, 4, 
ASW, 61, 61, 0, 
BEB, 61, 79, 18, 
CDX, 98, 103, 5, 
CEU, 101, 101, 0, 
CHB, 100, 104, 4, 
CHS, 112, 112, 0, 
CLM, 80, 88, 8, 
ESN, 64, 80, 16, 
FIN, 99, 101, 2, 
GBR, 100, 103, 3, 
GIH, 99, 99, 0, 
GWD, 105, 107, 2, 
IBS, 99, 99, 0, 
ITU, 39, 45, 6, 
JPT, 98, 100, 2, 
KHV, 100, 101, 1, 
LWK, 107, 110, 3, 
MSL, 68, 74, 6, 
MXL, 71, 72, 1, 
PEL, 80, 81, 1, 
PJL, 37, 46, 9, 
PUR, 78, 82, 4, 
STU, 49, 84, 35, 
TSI, 101, 101, 0, 
YRI, 98, 98, 0, 
total, 2192, 2322, 130, 


Population in Gb, 
ACB, 2697.78, 2767.83, 70.0499999999997, 
ASW, 1865.01, 1865.01, 0, 
BEB, 1465.63, 1786.09, 320.46, 
CDX, 1784.54, 1888.83, 104.29, 
CEU, 3555.43, 3797.20, 241.77, 
CHB, 2538.51, 2618.21, 79.6999999999998, 
CHS, 2044.27, 2044.27, 0, 
CLM, 2465.65, 2597.38, 131.73, 
ESN, 1588.36, 1925.86, 337.5, 
FIN, 2386.88, 2420.35, 33.4699999999998, 
GBR, 2909.63, 2955.67, 46.04, 
GIH, 2901.82, 2909.19, 7.36999999999989, 
GWD, 3034.65, 3069.75, 35.0999999999999, 
IBS, 3007.88, 3007.88, 0, 
ITU, 752.05, 930.61, 178.56, 
JPT, 3794.48, 3811.20, 16.7199999999998, 
KHV, 3374.56, 3400.44, 25.8800000000001, 
LWK, 3103.29, 3209.03, 105.74, 
MSL, 1636.72, 1794.26, 157.54, 
MXL, 2022.44, 2043.43, 20.99, 
PEL, 2674.09, 2687.86, 13.77, 
PJL, 1103.10, 1313.90, 210.8, 
PUR, 1874.03, 2007.15, 133.12, 
STU, 924.82, 1551.05, 626.23, 
TSI, 3161.61, 3161.61, 0, 
YRI, 3634.86, 3634.86, 0, 
total, 62302.09, 65198.94, 2896.85000000001, 


Platform in Gb, 
ABI_SOLID, 11567.78, 11567.78, 0, 
ILLUMINA, 50547.25, 53444.11, 2896.86, 
LS454, 187.06, 187.06, 0, 
total, 62302.09, 65198.94, 2896.85000000001, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 12701.19, 12701.19, 0, 
BGI, 7723.97, 7723.97, 0, 
BI, 14922.77, 15949.33, 1026.56, 
ILLUMINA, 1599.96, 1599.96, 0, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 4707.12, 4707.12, 0, 
SC, 16370.51, 16370.51, 0, 
WUGSC, 4180.01, 6050.31, 1870.3, 
mpimg, 17.65, 17.65, 0, 
total, 62302.09, 65198.94, 2896.85000000001, 


