Category, old, new, diff
Date, 20110521, 20110719, 20110719, 

# Accessions, 10149, 10202, 53, 

# Samples, 1168, 1185, 17, 

# Samples greater than 10Gb, 1135, 1158, 23, 

Population in Gb, 
ASW, 1592.71, 1592.71, 0, 
CDX, , 82.04, 82.04, 
CEU, 1733.82, 1776.27, 42.45, 
CHB, 2033.51, 2033.51, 0, 
CHS, 1638.89, 1638.89, 0, 
CLM, 1708.16, 1708.20, 0.0399999999999636, 
FIN, 1934.08, 1934.08, 0, 
GBR, 2169.41, 2169.41, 0, 
IBS, 814.93, 925.62, 110.69, 
JPT, 2430.42, 2750.22, 319.8, 
LWK, 2255.26, 2367.70, 112.44, 
MXL, 1731.72, 1731.72, 0, 
PUR, 1596.44, 1638.74, 42.3, 
TSI, 1495.85, 1509.84, 13.99, 
YRI, 2056.49, 2203.22, 146.73, 
total, 25191.69, 26062.17, 870.48, 


Platform in Gb, 
ABI_SOLID, 6358.76, 6876.19, 517.429999999999, 
ILLUMINA, 18645.88, 18998.92, 353.039999999997, 
LS454, 187.06, 187.06, 0, 
total, 25191.69, 26062.17, 870.48, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 4304.58, 4822.97, 518.39, 
BGI, 4403.82, 4485.86, 82.04, 
BI, 6161.52, 6203.82, 42.2999999999993, 
ILLUMINA, 852.67, 852.67, 0, 
MPIMG, 2017.84, 2034.53, 16.6900000000001, 
SC, 5302.18, 5302.18, 0, 
WUGSC, 2070.81, 2299.51, 228.7, 
total, 25191.69, 26062.17, 870.48, 


