Category, old, new, diff
Date, 20130402, 20130408, 20130408, 

# Accessions, 18779, 20759, 1980, 

# Samples, 2041, 2561, 520, 

# Samples greater than 5Gb, 1880, 2460, 580, 

# Samples gt 5Gb by pop, 
ACB, 77, 91, 14, 
ASW, 58, 64, 6, 
BEB, 1, 69, 68, 
CDX, 93, 98, 5, 
CEU, 97, 97, 0, 
CHB, 100, 105, 5, 
CHS, 107, 108, 1, 
CLM, 67, 96, 29, 
ESN, 38, 102, 64, 
FIN, 90, 95, 5, 
GBR, 98, 99, 1, 
GIH, 101, 107, 6, 
GWD, 79, 108, 29, 
IBS, 104, 108, 4, 
ITU, 5, 104, 99, 
JPT, 96, 101, 5, 
KHV, 99, 100, 1, 
LWK, 57, 62, 5, 
MSL, 28, 91, 63, 
MXL, 62, 64, 2, 
PEL, 71, 84, 13, 
PJL, 44, 101, 57, 
PUR, 73, 104, 31, 
STU, 55, 104, 49, 
TSI, 85, 95, 10, 
YRI, 95, 103, 8, 
total, 1880, 2460, 580, 


Population in Gb, 
ACB, 783.07, 944.75, 161.68, 
ASW, 621.28, 702.57, 81.2900000000001, 
BEB, 39.87, 767.65, 727.78, 
CDX, 986.10, 1060.18, 74.08, 
CEU, 1044.92, 1053.72, 8.79999999999995, 
CHB, 1058.12, 1093.41, 35.2900000000002, 
CHS, 1021.92, 1026.08, 4.15999999999997, 
CLM, 580.44, 964.49, 384.05, 
ESN, 291.75, 1086.95, 795.2, 
FIN, 867.87, 910.40, 42.53, 
GBR, 1028.89, 1043.85, 14.9599999999998, 
GIH, 932.78, 1014.70, 81.9200000000001, 
GWD, 753.50, 1109.35, 355.85, 
IBS, 1202.72, 1245.38, 42.6600000000001, 
ITU, 86.39, 886.49, 800.1, 
JPT, 1148.60, 1222.05, 73.45, 
KHV, 1336.33, 1342.15, 5.82000000000016, 
LWK, 556.96, 628.07, 71.11, 
MSL, 279.01, 987.81, 708.8, 
MXL, 601.09, 623.31, 22.2199999999999, 
PEL, 924.44, 1065.41, 140.97, 
PJL, 364.27, 1014.03, 649.76, 
PUR, 1050.66, 1290.29, 239.63, 
STU, 383.88, 930.59, 546.71, 
TSI, 904.84, 1013.29, 108.45, 
YRI, 1185.07, 1295.05, 109.98, 
total, 20034.74, 26322.02, 6287.28, 


Platform in Gb, 
ILLUMINA, 20034.74, 26322.02, 6287.28, 
total, 20034.74, 26322.02, 6287.28, 


Center in Gb, 
BCM, 2621.76, 2621.76, 0, 
BGI, 5529.07, 10492.54, 4963.47, 
BI, 7596.11, 7931.28, 335.17, 
WUGSC, 4287.81, 5276.45, 988.639999999999, 
total, 20034.74, 26322.02, 6287.28, 


