Category, old, new, diff
Date, 20130305, 20130311, 20130311, 

# Accessions, 16362, 16541, 179, 

# Samples, 1620, 1772, 152, 

# Samples greater than 10Gb, 747, 748, 1, 

# Samples gt 10Gb by pop, 
ACB, 22, 22, 0, 
ASW, 16, 16, 0, 
CDX, 64, 64, 0, 
CEU, 50, 50, 0, 
CHB, 50, 50, 0, 
CHS, 35, 35, 0, 
CLM, 21, 21, 0, 
ESN, 1, 1, 0, 
FIN, 30, 30, 0, 
GBR, 47, 47, 0, 
GIH, 23, 23, 0, 
GWD, 3, 3, 0, 
IBS, 46, 46, 0, 
JPT, 58, 58, 0, 
KHV, 49, 49, 0, 
LWK, 18, 18, 0, 
MSL, 1, 1, 0, 
MXL, 20, 20, 0, 
PEL, 31, 31, 0, 
PUR, 59, 59, 0, 
TSI, 39, 40, 1, 
YRI, 64, 64, 0, 
total, 747, 748, 1, 


Population in Gb, 
ACB, 748.52, 759.01, 10.49, 
ASW, 592.21, 611.27, 19.0599999999999, 
CDX, 963.29, 986.10, 22.8100000000001, 
CEU, 962.59, 1051.81, 89.2199999999999, 
CHB, 941.81, 1035.76, 93.95, 
CHS, 975.26, 1011.51, 36.25, 
CLM, 499.91, 580.44, 80.53, 
ESN, 166.20, 166.20, 0, 
FIN, 788.42, 866.19, 77.7700000000001, 
GBR, 928.53, 1032.71, 104.18, 
GIH, 818.05, 912.80, 94.75, 
GWD, 631.95, 631.95, 0, 
IBS, 1059.17, 1155.33, 96.1599999999999, 
JPT, 1082.17, 1141.00, 58.8299999999999, 
KHV, 1316.62, 1323.81, 7.19000000000005, 
LWK, 492.39, 544.34, 51.95, 
MSL, 118.81, 118.81, 0, 
MXL, 592.60, 601.09, 8.49000000000001, 
PEL, 888.37, 894.05, 5.67999999999995, 
PJL, 227.87, 227.87, 0, 
PUR, 983.63, 983.63, 0, 
TSI, 726.76, 899.12, 172.36, 
YRI, 1110.23, 1141.93, 31.7, 
total, 17615.36, 18676.73, 1061.37, 


Platform in Gb, 
ILLUMINA, 17615.36, 18676.73, 1061.37, 
total, 17615.36, 18676.73, 1061.37, 


Center in Gb, 
BCM, 1501.07, 2562.45, 1061.38, 
BGI, 5529.07, 5529.07, 0, 
BI, 6927.41, 6927.41, 0, 
WUGSC, 3657.80, 3657.80, 0, 
total, 17615.36, 18676.73, 1061.37, 


