Category, old, new, diff
Date, 20130422, 20130502, 20130503, 

# Accessions, 30191, 30206, 15, 

# Samples, 2688, 2688, 0, 

# Samples greater than 10Gb, 2674, 2678, 4, 

# Samples gt 10Gb by pop, 
ACB, 98, 98, 0, 
ASW, 66, 66, 0, 
BEB, 101, 102, 1, 
CDX, 105, 106, 1, 
CEU, 101, 101, 0, 
CHB, 105, 105, 0, 
CHS, 111, 111, 0, 
CLM, 103, 103, 0, 
ESN, 110, 111, 1, 
FIN, 104, 104, 0, 
GBR, 103, 103, 0, 
GIH, 107, 107, 0, 
GWD, 120, 120, 0, 
IBS, 107, 107, 0, 
ITU, 112, 112, 0, 
JPT, 105, 105, 0, 
KHV, 103, 103, 0, 
LWK, 112, 112, 0, 
MSL, 98, 98, 0, 
MXL, 70, 70, 0, 
PEL, 90, 90, 0, 
PJL, 108, 108, 0, 
PUR, 107, 107, 0, 
STU, 111, 111, 0, 
TSI, 109, 109, 0, 
YRI, 108, 109, 1, 
total, 2674, 2678, 4, 


Population in Gb, 
ACB, 2516.54, 2516.54, 0, 
ASW, 1516.35, 1516.35, 0, 
BEB, 2307.89, 2326.50, 18.6100000000001, 
CDX, 2006.83, 2026.22, 19.3900000000001, 
CEU, 2675.30, 2696.79, 21.4899999999998, 
CHB, 2537.94, 2537.94, 0, 
CHS, 2374.01, 2374.01, 0, 
CLM, 2312.02, 2340.35, 28.3299999999999, 
ESN, 2607.36, 2623.46, 16.0999999999999, 
FIN, 1997.12, 2005.85, 8.73000000000002, 
GBR, 2474.04, 2474.04, 0, 
GIH, 2259.97, 2259.97, 0, 
GWD, 3383.13, 3390.40, 7.26999999999998, 
IBS, 2261.09, 2261.09, 0, 
ITU, 2687.31, 2687.31, 0, 
JPT, 2710.86, 2710.86, 0, 
KHV, 2683.27, 2683.27, 0, 
LWK, 2471.08, 2471.08, 0, 
MSL, 2311.55, 2311.55, 0, 
MXL, 1508.49, 1508.49, 0, 
PEL, 2210.60, 2210.60, 0, 
PJL, 2657.42, 2665.86, 8.44000000000005, 
PUR, 2729.77, 2746.74, 16.9699999999998, 
STU, 2836.21, 2836.21, 0, 
TSI, 2365.60, 2373.43, 7.82999999999993, 
YRI, 2496.38, 2511.40, 15.02, 
total, 62898.14, 63066.31, 168.169999999998, 


Platform in Gb, 
ILLUMINA, 62898.14, 63066.31, 168.169999999998, 
total, 62898.14, 63066.31, 168.169999999998, 


Center in Gb, 
BCM, 4417.15, 4417.15, 0, 
BGI, 14263.62, 14263.62, 0, 
BI, 18025.37, 18025.37, 0, 
ILLUMINA, 2261.48, 2429.66, 168.18, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 2122.19, 2122.19, 0, 
SC, 14511.78, 14511.78, 0, 
WUGSC, 7278.24, 7278.24, 0, 
total, 62898.14, 63066.31, 168.169999999998, 


