Category, old, new, diff
Date, 20120522, 20121211, 20121210, 

# Accessions, 14260, 25480, 11220, 

# Samples, 1698, 2185, 487, 

# Samples greater than 10Gb, 1663, 2149, 486, 

Population in Gb, 
ACB, 2063.29, 2377.54, 314.25, 
ASW, 1639.05, 1639.05, 0, 
BEB, , 929.50, 929.5, 
CDX, 1752.69, 1757.25, 4.55999999999995, 
CEU, 2472.03, 2597.02, 124.99, 
CHB, 2022.10, 2082.15, 60.0500000000002, 
CHS, 1638.89, 2027.23, 388.34, 
CLM, 1841.53, 2129.14, 287.61, 
ESN, , 1561.75, 1561.75, 
FIN, 1942.82, 1998.47, 55.6500000000001, 
GBR, 2238.46, 2429.45, 190.99, 
GIH, 2340.53, 2534.40, 193.87, 
GWD, , 3014.09, 3014.09, 
IBS, 2496.51, 2530.43, 33.9199999999996, 
ITU, , 752.05, 752.05, 
JPT, 3079.59, 3079.59, 0, 
KHV, 2954.13, 2954.13, 0, 
LWK, 2443.67, 2668.21, 224.54, 
MSL, , 1617.10, 1617.1, 
MXL, 1768.90, 1802.96, 34.0599999999999, 
PEL, 2085.57, 2316.21, 230.64, 
PJL, , 1103.10, 1103.1, 
PUR, 1704.52, 1874.03, 169.51, 
STU, , 924.82, 924.82, 
TSI, 1499.36, 1537.39, 38.0300000000002, 
YRI, 2620.10, 2620.10, 0, 
total, 40603.73, 52857.13, 12253.4, 


Platform in Gb, 
ABI_SOLID, 11274.52, 11567.78, 293.26, 
ILLUMINA, 29142.15, 41102.30, 11960.15, 
LS454, 187.06, 187.06, 0, 
total, 40603.73, 52857.13, 12253.4, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 8457.50, 8750.76, 293.26, 
BGI, 7723.97, 7723.97, 0, 
BI, 8995.55, 14192.34, 5196.79, 
ILLUMINA, 1599.96, 1599.96, 0, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 2960.91, 3015.54, 54.6300000000001, 
SC, 6589.27, 13298.00, 6708.73, 
WUGSC, 4180.01, 4180.01, 0, 
mpimg, 17.65, 17.65, 0, 
total, 40603.73, 52857.13, 12253.4, 


