Category, old, new, diff
Date, 20130408, 20130415, 20130415, 

# Accessions, 21764, 21887, 123, 

# Samples, 2657, 2673, 16, 

# Samples greater than 5Gb, 2581, 2627, 46, 

# Samples gt 5Gb by pop, 
ACB, 93, 94, 1, 
ASW, 69, 70, 1, 
BEB, 69, 82, 13, 
CDX, 103, 106, 3, 
CEU, 102, 102, 0, 
CHB, 107, 108, 1, 
CHS, 110, 110, 0, 
CLM, 97, 103, 6, 
ESN, 102, 109, 7, 
FIN, 98, 98, 0, 
GBR, 100, 102, 2, 
GIH, 109, 109, 0, 
GWD, 108, 109, 1, 
IBS, 108, 108, 0, 
ITU, 104, 111, 7, 
JPT, 105, 105, 0, 
KHV, 101, 101, 0, 
LWK, 115, 115, 0, 
MSL, 91, 91, 0, 
MXL, 73, 73, 0, 
PEL, 86, 86, 0, 
PJL, 101, 101, 0, 
PUR, 104, 105, 1, 
STU, 104, 107, 3, 
TSI, 112, 112, 0, 
YRI, 110, 110, 0, 
total, 2581, 2627, 46, 


Population in Gb, 
ACB, 1330.38, 1333.84, 3.45999999999981, 
ASW, 880.22, 884.19, 3.97000000000003, 
BEB, 767.65, 919.82, 152.17, 
CDX, 1424.93, 1438.68, 13.75, 
CEU, 1624.86, 1624.86, 0, 
CHB, 1506.91, 1510.01, 3.09999999999991, 
CHS, 1182.13, 1182.13, 0, 
CLM, 1281.62, 1304.45, 22.8300000000002, 
ESN, 1086.95, 1122.77, 35.8199999999999, 
FIN, 1199.79, 1199.79, 0, 
GBR, 1524.14, 1531.71, 7.56999999999994, 
GIH, 1430.64, 1430.64, 0, 
GWD, 1109.35, 1111.28, 1.93000000000006, 
IBS, 2035.55, 2035.55, 0, 
ITU, 886.49, 1056.80, 170.31, 
JPT, 1598.54, 1598.54, 0, 
KHV, 1807.18, 1807.18, 0, 
LWK, 1811.68, 1812.27, 0.589999999999918, 
MSL, 987.81, 987.81, 0, 
MXL, 802.35, 802.35, 0, 
PEL, 1539.37, 1539.37, 0, 
PJL, 1014.44, 1016.48, 2.03999999999996, 
PUR, 1290.29, 1293.98, 3.69000000000005, 
STU, 930.59, 1011.69, 81.1, 
TSI, 1618.20, 1618.20, 0, 
YRI, 1600.02, 1600.02, 0, 
total, 34272.06, 34774.40, 502.340000000004, 


Platform in Gb, 
ABI_SOLID, 7949.63, 7949.63, 0, 
ILLUMINA, 26322.43, 26824.76, 502.329999999998, 
total, 34272.06, 34774.40, 502.340000000004, 


Center in Gb, 
BCM, 10571.39, 10571.39, 0, 
BGI, 10492.94, 10823.73, 330.789999999999, 
BI, 7931.28, 7943.70, 12.4200000000001, 
WUGSC, 5276.45, 5435.58, 159.13, 
total, 34272.06, 34774.40, 502.340000000004, 


