Category, old, new, diff
Date, 20130305, 20130311, 20130311, 

# Accessions, 18653, 18672, 19, 

# Samples, 1791, 1809, 18, 

# Samples greater than 10Gb, 1735, 1754, 19, 

# Samples gt 10Gb by pop, 
ACB, 70, 70, 0, 
ASW, 54, 54, 0, 
BEB, 49, 49, 0, 
CDX, 82, 82, 0, 
CEU, 51, 62, 11, 
CHB, 40, 42, 2, 
CHS, 82, 82, 0, 
CLM, 71, 71, 0, 
ESN, 64, 64, 0, 
FIN, 80, 80, 0, 
GBR, 80, 80, 0, 
GIH, 82, 82, 0, 
GWD, 105, 105, 0, 
IBS, 94, 94, 0, 
ITU, 39, 39, 0, 
JPT, 74, 76, 2, 
KHV, 92, 93, 1, 
LWK, 95, 95, 0, 
MSL, 68, 68, 0, 
MXL, 62, 62, 0, 
PEL, 71, 72, 1, 
PJL, 37, 37, 0, 
PUR, 74, 74, 0, 
STU, 49, 49, 0, 
TSI, 14, 14, 0, 
YRI, 56, 58, 2, 
total, 1735, 1754, 19, 


Population in Gb, 
ACB, 1818.66, 1818.66, 0, 
ASW, 1227.40, 1227.40, 0, 
BEB, 968.30, 968.30, 0, 
CDX, 1519.37, 1519.37, 0, 
CEU, 1368.96, 1622.10, 253.14, 
CHB, 812.56, 858.70, 46.1400000000001, 
CHS, 1612.79, 1612.79, 0, 
CLM, 1609.77, 1609.77, 0, 
ESN, 1588.18, 1588.18, 0, 
FIN, 1352.18, 1352.18, 0, 
GBR, 1825.24, 1825.24, 0, 
GIH, 1659.48, 1659.48, 0, 
GWD, 3034.65, 3034.65, 0, 
IBS, 1982.79, 1982.79, 0, 
ITU, 752.05, 752.05, 0, 
JPT, 2020.60, 2066.17, 45.5700000000002, 
KHV, 2334.34, 2358.39, 24.0499999999997, 
LWK, 2009.33, 2009.33, 0, 
MSL, 1636.72, 1636.72, 0, 
MXL, 1334.13, 1334.13, 0, 
PEL, 1751.72, 1773.32, 21.5999999999999, 
PJL, 1103.10, 1103.10, 0, 
PUR, 1791.31, 1791.31, 0, 
STU, 924.82, 924.82, 0, 
TSI, 264.66, 264.66, 0, 
YRI, 1352.75, 1397.58, 44.8299999999999, 
total, 39655.85, 40091.17, 435.32, 


Platform in Gb, 
ILLUMINA, 39655.85, 40091.17, 435.32, 
total, 39655.85, 40091.17, 435.32, 


Center in Gb, 
BCM, 2621.38, 2621.38, 0, 
BGI, 5257.41, 5257.41, 0, 
BI, 13793.19, 13793.19, 0, 
ILLUMINA, 1495.04, 1495.04, 0, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 1642.00, 2077.32, 435.32, 
SC, 11067.71, 11067.71, 0, 
WUGSC, 3760.84, 3760.84, 0, 
total, 39655.85, 40091.17, 435.32, 


