Category, old, new, diff
Date, 20120130, 20120419, 20120516, 

# Accessions, 13279, 14186, 907, 

# Samples, 1657, 1671, 14, 

# Samples greater than 10Gb, 1562, 1632, 70, 

Population in Gb, 
ACB, 1168.54, 2014.84, 846.3, 
ASW, 1676.39, 1639.05, -37.3400000000001, 
CDX, 1810.57, 1757.25, -53.3199999999999, 
CEU, 2381.05, 2468.00, 86.9499999999998, 
CHB, 2033.51, 2022.10, -11.4100000000001, 
CHS, 1638.89, 1638.89, 0, 
CLM, 1797.13, 1841.53, 44.3999999999999, 
FIN, 1956.38, 1942.82, -13.5600000000002, 
GBR, 2249.86, 2238.46, -11.4000000000001, 
GIH, 1902.72, 2058.60, 155.88, 
IBS, 2015.24, 2173.12, 157.88, 
JPT, 3016.71, 3079.59, 62.8800000000001, 
KHV, 2114.17, 2650.41, 536.24, 
LWK, 2367.70, 2443.67, 75.9700000000003, 
MXL, 1745.23, 1768.90, 23.6700000000001, 
PEL, 1618.22, 1908.15, 289.93, 
PUR, 1772.49, 1704.52, -67.97, 
TSI, 1509.84, 1509.84, 0, 
YRI, 2583.06, 2603.87, 20.8099999999999, 
total, 37357.71, 39463.60, 2105.89, 


Platform in Gb, 
ABI_SOLID, 10060.90, 10909.17, 848.27, 
ILLUMINA, 27109.74, 28367.37, 1257.63, 
LS454, 187.06, 187.06, 0, 
total, 37357.71, 39463.60, 2105.89, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 7663.25, 8413.16, 749.91, 
BGI, 7732.81, 7723.97, -8.84000000000015, 
BI, 7026.77, 8457.54, 1430.77, 
ILLUMINA, 1599.96, 1599.96, 0, 
MPIMG, 2113.67, 2263.92, 150.25, 
SC, 6797.09, 6626.90, -170.190000000001, 
WUGSC, 4363.53, 4299.87, -63.6599999999999, 
mpimg, , 17.65, 17.65, 
total, 37357.71, 39463.60, 2105.89, 


