Category, old, new, diff
Date, 20130325, 20130402, 20130402, 

# Accessions, 18215, 19782, 1567, 

# Samples, 1921, 2136, 215, 

# Samples greater than 5Gb, 1898, 2001, 103, 

# Samples gt 5Gb by pop, 
ACB, 79, 79, 0, 
ASW, 62, 63, 1, 
BEB, , 1, 1, 
CDX, 98, 98, 0, 
CEU, 102, 102, 0, 
CHB, 100, 102, 2, 
CHS, 108, 109, 1, 
CLM, 68, 68, 0, 
ESN, 38, 38, 0, 
FIN, 93, 93, 0, 
GBR, 99, 99, 0, 
GIH, 103, 103, 0, 
GWD, 70, 79, 9, 
IBS, 100, 104, 4, 
ITU, , 5, 5, 
JPT, 100, 100, 0, 
KHV, 100, 100, 0, 
LWK, 107, 110, 3, 
MSL, 27, 28, 1, 
MXL, 71, 71, 0, 
PEL, 70, 73, 3, 
PJL, 30, 44, 14, 
PUR, 70, 73, 3, 
STU, , 55, 55, 
TSI, 101, 102, 1, 
YRI, 102, 102, 0, 
total, 1898, 2001, 103, 


Population in Gb, 
ACB, 1157.47, 1168.70, 11.23, 
ASW, 788.92, 798.92, 10, 
BEB, , 39.87, 39.87, 
CDX, 1350.85, 1350.85, 0, 
CEU, 1616.06, 1616.06, 0, 
CHB, 1449.26, 1471.61, 22.3499999999999, 
CHS, 1167.56, 1177.96, 10.4000000000001, 
CLM, 897.57, 897.57, 0, 
ESN, 270.71, 291.75, 21.04, 
FIN, 1153.74, 1157.26, 3.51999999999998, 
GBR, 1509.18, 1509.18, 0, 
GIH, 1348.72, 1348.72, 0, 
GWD, 631.95, 753.50, 121.55, 
IBS, 1965.29, 1992.88, 27.5900000000001, 
ITU, , 86.39, 86.39, 
JPT, 1521.64, 1525.09, 3.44999999999982, 
KHV, 1797.20, 1801.37, 4.16999999999985, 
LWK, 1722.45, 1740.57, 18.1199999999999, 
MSL, 231.02, 279.01, 47.99, 
MXL, 780.12, 780.12, 0, 
PEL, 1368.00, 1398.39, 30.3900000000001, 
PJL, 227.87, 364.27, 136.4, 
PUR, 983.63, 1050.66, 67.0300000000001, 
STU, , 383.88, 383.88, 
TSI, 1497.61, 1509.74, 12.1300000000001, 
YRI, 1452.05, 1490.04, 37.99, 
total, 26888.87, 27984.37, 1095.5, 


Platform in Gb, 
ABI_SOLID, 7949.63, 7949.63, 0, 
ILLUMINA, 18939.23, 20034.74, 1095.51, 
total, 26888.87, 27984.37, 1095.5, 


Center in Gb, 
BCM, 10571.39, 10571.39, 0, 
BGI, 5529.07, 5529.07, 0, 
BI, 7130.60, 7596.11, 465.509999999999, 
WUGSC, 3657.80, 4287.81, 630.01, 
total, 26888.87, 27984.37, 1095.5, 


