Category, old, new, diff
Date, 20121211, 20130218, 20130219, 

# Accessions, 16955, 17073, 118, 

# Samples, 1877, 1881, 4, 

# Samples greater than 10Gb, 1219, 1219, 0, 

Population in Gb, 
ACB, 1019.31, 1019.31, 0, 
ASW, 747.05, 747.05, 0, 
CDX, 1225.60, 1225.60, 0, 
CEU, 1396.25, 1396.25, 0, 
CHB, 1258.89, 1258.89, 0, 
CHS, 1110.92, 1111.58, 0.659999999999854, 
CLM, 759.41, 759.41, 0, 
ESN, 158.00, 166.20, 8.19999999999999, 
FIN, 1035.49, 1035.49, 0, 
GBR, 1313.84, 1313.84, 0, 
GIH, 1198.13, 1198.78, 0.649999999999864, 
GWD, 575.57, 606.30, 30.7299999999999, 
IBS, 1674.01, 1674.01, 0, 
JPT, 1352.43, 1352.43, 0, 
KHV, 1600.33, 1600.33, 0, 
LWK, 1563.65, 1563.65, 0, 
MSL, 118.48, 118.81, 0.329999999999998, 
MXL, 759.09, 759.09, 0, 
PEL, 1226.81, 1226.81, 0, 
PJL, 224.95, 227.87, 2.92000000000002, 
PUR, 983.63, 983.63, 0, 
TSI, 1331.67, 1331.67, 0, 
YRI, 1361.26, 1361.26, 0, 
total, 23994.79, 24038.27, 43.4799999999996, 


Platform in Gb, 
ABI_SOLID, 7949.63, 7949.63, 0, 
ILLUMINA, 16045.15, 16088.64, 43.4899999999998, 
total, 23994.79, 24038.27, 43.4799999999996, 


Center in Gb, 
BCM, 7949.63, 7949.63, 0, 
BGI, 5529.07, 5529.07, 0, 
BI, 6858.28, 6901.76, 43.4800000000005, 
WUGSC, 3657.80, 3657.80, 0, 
total, 23994.79, 24038.27, 43.4799999999996, 


