Category, old, new, diff
Date, 20130311, 20130319, 20130319, 

# Accessions, 25839, 31419, 5580, 

# Samples, 2187, 2192, 5, 

# Samples greater than 10Gb, 2153, 2180, 27, 

# Samples greater than 5Gb, 2179, 2190, 11, 

# Samples gt 10Gb by pop, 
ACB, 81, 87, 6, 
ASW, 61, 61, 0, 
BEB, 49, 49, 0, 
CDX, 95, 98, 3, 
CEU, 99, 101, 2, 
CHB, 97, 100, 3, 
CHS, 112, 112, 0, 
CLM, 79, 80, 1, 
ESN, 64, 64, 0, 
FIN, 97, 99, 2, 
GBR, 98, 100, 2, 
GIH, 99, 99, 0, 
GWD, 105, 105, 0, 
IBS, 97, 99, 2, 
ITU, 39, 39, 0, 
JPT, 97, 98, 1, 
KHV, 100, 100, 0, 
LWK, 104, 107, 3, 
MSL, 68, 68, 0, 
MXL, 71, 71, 0, 
PEL, 79, 80, 1, 
PJL, 37, 37, 0, 
PUR, 78, 78, 0, 
STU, 49, 49, 0, 
TSI, 100, 101, 1, 
YRI, 98, 98, 0, 
total, 2153, 2180, 27, 


# Samples gt 5Gb by pop, 
ACB, 89, 89, 0, 
ASW, 61, 61, 0, 
BEB, 50, 50, 0, 
CDX, 95, 98, 3, 
CEU, 101, 101, 0, 
CHB, 99, 100, 1, 
CHS, 112, 112, 0, 
CLM, 79, 80, 1, 
ESN, 64, 64, 0, 
FIN, 99, 99, 0, 
GBR, 99, 100, 1, 
GIH, 101, 101, 0, 
GWD, 105, 105, 0, 
IBS, 98, 100, 2, 
ITU, 39, 39, 0, 
JPT, 99, 100, 1, 
KHV, 100, 100, 0, 
LWK, 107, 107, 0, 
MSL, 68, 68, 0, 
MXL, 71, 71, 0, 
PEL, 79, 80, 1, 
PJL, 37, 37, 0, 
PUR, 78, 78, 0, 
STU, 49, 49, 0, 
TSI, 100, 101, 1, 
YRI, 100, 100, 0, 
total, 2179, 2190, 11, 


Population in Gb, 
ACB, 2513.79, 2664.12, 150.33, 
ASW, 1727.69, 1865.01, 137.32, 
BEB, 968.30, 968.30, 0, 
CDX, 1757.25, 1784.54, 27.29, 
CEU, 2978.39, 3547.04, 568.65, 
CHB, 2362.57, 2515.87, 153.3, 
CHS, 2027.23, 2042.20, 14.97, 
CLM, 2297.33, 2438.83, 141.5, 
ESN, 1588.36, 1588.36, 0, 
FIN, 2257.17, 2361.97, 104.8, 
GBR, 2818.44, 2908.58, 90.1399999999999, 
GIH, 2637.68, 2835.64, 197.96, 
GWD, 3034.65, 3034.65, 0, 
IBS, 2960.27, 3007.88, 47.6100000000001, 
ITU, 752.05, 752.05, 0, 
JPT, 3359.77, 3768.18, 408.41, 
KHV, 3318.76, 3349.73, 30.9699999999998, 
LWK, 2882.37, 3103.29, 220.92, 
MSL, 1636.72, 1636.72, 0, 
MXL, 1876.21, 2022.44, 146.23, 
PEL, 2617.73, 2674.09, 56.3600000000001, 
PJL, 1103.10, 1103.10, 0, 
PUR, 1874.03, 1874.03, 0, 
STU, 924.82, 924.82, 0, 
TSI, 1619.48, 3055.80, 1436.32, 
YRI, 2926.03, 3414.12, 488.09, 
total, 56820.17, 61241.35, 4421.18, 


Platform in Gb, 
ABI_SOLID, 11567.78, 11567.78, 0, 
ILLUMINA, 45065.34, 49486.52, 4421.18, 
LS454, 187.06, 187.06, 0, 
total, 56820.17, 61241.35, 4421.18, 


Center in Gb, 
454MSC, 60.62, 60.62, 0, 
BCM, 10905.41, 12479.57, 1574.16, 
BGI, 7723.97, 7723.97, 0, 
BI, 14246.38, 14246.38, 0, 
ILLUMINA, 1599.96, 1599.96, 0, 
Illumina, 18.28, 18.28, 0, 
MPIMG, 4662.25, 4707.12, 44.8699999999999, 
SC, 13405.63, 16207.78, 2802.15, 
WUGSC, 4180.01, 4180.01, 0, 
mpimg, 17.65, 17.65, 0, 
total, 56820.17, 61241.35, 4421.18, 


