Category, old, new, diff
Date, 20130415, 20130422, 20130422, 

# Accessions, 21887, 22777, 890, 

# Samples, 2673, 2707, 34, 

# Samples greater than 5Gb, 2627, 2649, 22, 

# Samples gt 5Gb by pop, 
ACB, 94, 94, 0, 
ASW, 70, 70, 0, 
BEB, 82, 89, 7, 
CDX, 106, 108, 2, 
CEU, 102, 102, 0, 
CHB, 108, 108, 0, 
CHS, 110, 110, 0, 
CLM, 103, 103, 0, 
ESN, 109, 109, 0, 
FIN, 98, 98, 0, 
GBR, 102, 102, 0, 
GIH, 109, 109, 0, 
GWD, 109, 109, 0, 
IBS, 108, 108, 0, 
ITU, 111, 111, 0, 
JPT, 105, 105, 0, 
KHV, 101, 102, 1, 
LWK, 115, 115, 0, 
MSL, 91, 92, 1, 
MXL, 73, 73, 0, 
PEL, 86, 92, 6, 
PJL, 101, 105, 4, 
PUR, 105, 106, 1, 
STU, 107, 107, 0, 
TSI, 112, 112, 0, 
YRI, 110, 110, 0, 
total, 2627, 2649, 22, 


Population in Gb, 
ACB, 1333.84, 1333.84, 0, 
ASW, 884.19, 901.90, 17.7099999999999, 
BEB, 919.82, 1015.37, 95.55, 
CDX, 1438.68, 1449.43, 10.75, 
CEU, 1624.86, 1624.86, 0, 
CHB, 1510.01, 1510.01, 0, 
CHS, 1182.13, 1182.13, 0, 
CLM, 1304.45, 1304.45, 0, 
ESN, 1122.77, 1124.30, 1.52999999999997, 
FIN, 1199.79, 1199.79, 0, 
GBR, 1531.71, 1531.71, 0, 
GIH, 1430.64, 1430.64, 0, 
GWD, 1111.28, 1111.28, 0, 
IBS, 2035.55, 2035.55, 0, 
ITU, 1056.80, 1057.12, 0.319999999999936, 
JPT, 1598.54, 1604.29, 5.75, 
KHV, 1807.18, 1845.06, 37.8799999999999, 
LWK, 1812.27, 2080.16, 267.89, 
MSL, 987.81, 989.84, 2.03000000000009, 
MXL, 802.35, 842.35, 40, 
PEL, 1539.37, 1575.93, 36.5600000000002, 
PJL, 1016.48, 1041.50, 25.02, 
PUR, 1293.98, 1330.80, 36.8199999999999, 
STU, 1011.69, 1014.35, 2.65999999999997, 
TSI, 1618.20, 1720.77, 102.57, 
YRI, 1600.02, 1649.85, 49.8299999999999, 
total, 34774.40, 35507.28, 732.879999999997, 


Platform in Gb, 
ABI_SOLID, 7949.63, 7949.63, 0, 
ILLUMINA, 26824.76, 27557.64, 732.880000000001, 
total, 34774.40, 35507.28, 732.879999999997, 


Center in Gb, 
BCM, 10571.39, 11055.16, 483.77, 
BGI, 10823.73, 10823.73, 0, 
BI, 7943.70, 8192.81, 249.11, 
WUGSC, 5435.58, 5435.58, 0, 
total, 34774.40, 35507.28, 732.879999999997, 


